-116.158,53.74,BEAR/Bear Lake   CP PH:780.693.2479 mid may-mid sep COMM:pull thrus SITES:30  AMEN:NH approx  mi  of Edson  53.74 -116.158,BEAR,Bear Lake ,CP
-114.1,49.413,BEAU/Beauvais Lake Provincial Park  PP PH:403.382.4097   SITES:90  AMEN:E NR approx 8.4 mi SW of Pincher Creek 49.413 -114.1,BEAU,Beauvais Lake Provincial Park,PP
-110.294,49.658,BEAC/Beaver Creek - Cypress Hills Interprov. Park  PP PH:403.893.3833   SITES:39 EL:4017 AMEN:WE RS approx 0.6 mi W of Elkwater 49.658 -110.294,BEAC,Beaver Creek - Cypress Hills Interprov. Park,PP
-114.797,50.857,BEAF/Beaver Flats - Elbow Falls Provincial Rec Area  PP PH:403.949.4261   SITES:55 EL:5004 AMEN:NH NR approx 11.9 mi SW of Bragg Creek 50.857 -114.797,BEAF,Beaver Flats - Elbow Falls Provincial Rec Area,PP
-111.881,54.758,BEAL/Beaver Lake Provincial Rec Area  PP PH:780.623.9222   SITES:90 EL:1893 AMEN:E RS approx 3.7 mi E of Lac La Biche 54.758 -111.881,BEAL,Beaver Lake Provincial Rec Area,PP
-114.298,49.367,BEAM/Beaver Mines Lake Rec Area  PP PH:403.563.5395   SITES:97  AMEN:NR  49.367 -114.298,BEAM,Beaver Mines Lake Rec Area,PP
-116.01,52.489,BEAD/Beaverdam Provincial Rec Area  PP PH:403.845.8349   SITES:10 EL:4303 AMEN:NR  52.489 -116.01,BEAD,Beaverdam Provincial Rec Area,PP
-119.434,55.214,BEAV/Beaverlodge Pioneer   CP PH:780.354.2201 mid may-late sep COMM:no tents SITES:20  AMEN:WES DP SH approx  mi  of Beaverlodge  55.214 -119.434,BEAV,Beaverlodge Pioneer ,CP
-113.529,51.387,BEIS/Beiseker Municipal   CP PH:403 888.9730 mid may-mid oct COMM:pull thrus SITES:50  AMEN:WES approx  mi  of Beiseker  51.387 -113.529,BEIS,Beiseker Municipal ,CP
-112.152,54.105,BELL/Bellis Beach Lake   CP PH:780.656.3037 mid may-mid oct  SITES:20 approx  mi  of Smoky Lake County  54.105 -112.152,BELL,Bellis Beach Lake ,CP
-113.685,49.025,BELL/Belly River - Waterton Lakes National Park  CNP    SITES:24 EL:4528 AMEN:NH NR approx 11.1 mi E of Waterton Park 49.025 -113.685,BELL,Belly River - Waterton Lakes National Park,CNP
-115.581,53.733,BETA/Beta Lake   CP PH:780.723.4800 mid may-mid oct  SITES:7  AMEN:NH approx  mi  of Nojack  53.733 -115.581,BETA,Beta Lake ,CP
-118.365,53.756,BIGB/Big Berland Provincial Rec Area  PP PH:780.827.1382   SITES:18 EL:4575 AMEN:NR  53.756 -118.365,BIGB,Big Berland Provincial Rec Area,PP
-112.22,52.489,BIGK/Big Knife Provincial Park  PP PH:403.742.7512   SITES:50 EL:2223 AMEN:NR approx 9.1 mi SW of Forestburg 52.489 -112.22,BIGK,Big Knife Provincial Park,PP
-112.533,53.215,BLAC/Black Nugget Lake   CP PH:780.663.2421 early may-mid oct  SITES:66  AMEN:E DP RS approx  mi  of Tofield  53.215 -112.533,BLAC,Black Nugget Lake ,CP
-116.327,52.614,BLAC/Blackstone Provincial Rec Area  PP PH:403.845.8349   SITES:10 EL:4436 AMEN:NR  52.614 -116.327,BLAC,Blackstone Provincial Rec Area,PP
-112.887,51.566,BLER/Bleriot Ferry Provincial Rec Area  PP PH:403.823.1749   SITES:28 EL:2260 AMEN:NR approx 12.8 mi NE of Carbon 51.566 -112.887,BLER,Bleriot Ferry Provincial Rec Area,PP
-111.199,51.271,BLOO/Blood Indian Park  CP PH:403.779.2155 early apr-late oct COMM:pull thrus SITES:300  AMEN:WE DP SH approx  mi  of Youngstown  51.271 -111.199,BLOO,Blood Indian Park,CP
-114.723,50.612,BLUE/Bluerock - Sheep River Provincial Park  PP PH:403.949.4261   SITES:66 EL:5534 AMEN:NR approx 20.0 mi SW of Millarville 50.612 -114.723,BLUE,Bluerock - Sheep River Provincial Park,PP
-115.1,50.634,BOUL/Boulton Creek - Peter Lougheed Provincial Park  PP PH:403.591.6322   SITES:118 EL:5738 AMEN:E RS  50.634 -115.1,BOUL,Boulton Creek - Peter Lougheed Provincial Park,PP
-112.227,50.433,BOWC/Bow City Park  CP PH:403.362.6693 early may-late oct  SITES:15  AMEN:WE approx  mi  of Brooks  50.433 -112.227,BOWC,Bow City Park,CP
-111.379,49.862,BOWI/Bow Island Centennial Park  CP PH:403.545.2522 mid may-late sep  SITES:20  AMEN:E DP SH approx  mi  of Bow Island  49.862 -111.379,BOWI,Bow Island Centennial Park,CP
-115.104,51.081,BOWR/Bow River - Bow Valley Provincial Park  PP PH:403.673.3985   SITES:39 EL:4260 AMEN:NH NR approx 1.2 mi E of Kananaskis 51.081 -115.104,BOWR,Bow River - Bow Valley Provincial Park,PP
-115.081,51.08,BOWV/Bow Valley - Bow Valley Provincial Park  PP PH:403.673.3985   SITES:169 EL:4306 AMEN:WE RS approx 2.2 mi E of Kananaskis 51.08 -115.081,BOWV,Bow Valley - Bow Valley Provincial Park,PP
-113.237,51.667,BRAC/Braconniers Dam   CP PH:403.443.5541 mid may-late sep  SITES:10 approx  mi  of Three Hills  51.667 -113.237,BRAC,Braconniers Dam ,CP
-116.556,52.879,BRAZ/Brazeau River Provincial Rec Area  PP PH:780.865.2154   SITES:7 EL:4140 AMEN:NH RS  52.879 -116.556,BRAZ,Brazeau River Provincial Rec Area,PP
-114.468,53.115,BRET/Breton RV Park  CP PH:780.696.3636 mid may-mid oct COMM:pull thrus SITES:35  AMEN:WE approx  mi  of Breton  53.115 -114.468,BRET,Breton RV Park,CP
-113.979,52.46,BREW/Brewers - Aspen Beach Provincial Park  PP PH:877.277.3645   SITES:303 EL:2947 AMEN:RS approx 3.0 mi E of Bentley 52.46 -113.979,BREW,Brewers - Aspen Beach Provincial Park,PP
-116.363,52.764,BROW/Brown Creek Provincial Rec Area  PP PH:780.865.2154   SITES:9 EL:4224 AMEN:NH NR  52.764 -116.363,BROW,Brown Creek Provincial Rec Area,PP
-114.752,52.953,BUCK/Buck Lake Park  CP  mid may-late oct  SITES:35 approx  mi  of Buck Lake  52.953 -114.752,BUCK,Buck Lake Park,CP
-114.794,53.022,BUCK/Buck Lake Provincial Rec Area  PP PH:780.586.2864   SITES:27 EL:2936 AMEN:NH NR approx 7.2 mi SE of Buck Creek 53.022 -114.794,BUCK,Buck Lake Provincial Rec Area,PP
-112.78,52.515,BUFF/Buffalo Lake Rec Area  PP PH:800.267.5844   SITES:30 EL:2568 AMEN:NH NR approx 5.8 mi NE of Rochon Sands 52.515 -112.78,BUFF,Buffalo Lake Rec Area,PP
-111.413,52.401,BURM/Burma Park  CP PH:403.578.4040 mid may-mid oct  SITES:20  AMEN:E approx  mi  of Brownfield  52.401 -111.413,BURM,Burma Park,CP
-115.169,51.59,BURN/Burnt Timber Provincial Rec Area  PP PH:403.637.2198   SITES:30 EL:4672 AMEN:NH NR approx 24.7 mi W of Water Valley 51.59 -115.169,BURN,Burnt Timber Provincial Rec Area,PP
-117.803,53.491,CACH/Cache Lake - William A. Switzer Provincial Park  PP PH:780.865.5600   SITES:14 EL:3773 AMEN:NR  53.491 -117.803,CACH,Cache Lake - William A. Switzer Provincial Park,PP
-114.717,52.995,CALH/Calhoun Bay Provincial Rec Area  PP PH:780.586.2864   SITES:50 EL:2905 AMEN:NH NR approx 10.7 mi SE of Buck Creek 52.995 -114.717,CALH,Calhoun Bay Provincial Rec Area,PP
-113.275,55.177,CALL/Calling Lake Provincial Park  PP     EL:2021 AMEN:NR approx 4.0 mi SW of Calling Lake 55.177 -113.275,CALL,Calling Lake Provincial Park,PP
-111.526,53.127,CAMP/Camp Lake Park  CP PH:780.336.3414 mid may-mid sep  SITES:45  AMEN:E approx  mi  of Viking  53.127 -111.526,CAMP,Camp Lake Park,CP
-115.125,50.689,CANY/Canyon - Peter Lougheed Provincial Park  PP PH:403.591.6322   SITES:52 EL:5433 AMEN:NR  50.689 -115.125,CANY,Canyon - Peter Lougheed Provincial Park,PP
-110.716,52.296,CAPT/Capt Ayre Lake and Resort  CP PH:780.857.2105 mid may-late sep  SITES:80  AMEN:WE NR approx  mi  of Cadogan  52.296 -110.716,CAPT,Capt Ayre Lake and Resort,CP
-113.145,51.484,CARE/Carbon East   CP PH:403.572.3244 mid may-mid oct  SITES:15  AMEN:WE approx  mi  of Carbon  51.484 -113.145,CARE,Carbon East ,CP
-113.151,51.485,CARB/Carbon Main   CP PH:403.572.3244 mid may-mid oct  SITES:20  AMEN:WES approx  mi  of Carbon  51.485 -113.151,CARB,Carbon Main ,CP
-114.725,52.094,CARO/Caroline Municipal RV Park  CP PH:403.722.2210 mid may-mid oct  SITES:20  AMEN:WE approx  mi  of Caroline  52.094 -114.725,CARO,Caroline Municipal RV Park,CP
-115.63,54.288,CARS/Carson Pegasus Provincial Park  PP PH:780.778.2664   SITES:182 EL:2935 AMEN:E NR approx 5.7 mi W of Woodlands County 54.288 -115.63,CARS,Carson Pegasus Provincial Park,PP
-114.094,51.567,CARS/Carstairs Municipal   CP PH:403.337.3341 mid may-mid oct  SITES:30  AMEN:E approx  mi  of Carstairs  51.567 -114.094,CARS,Carstairs Municipal ,CP
-114.86,51.702,CART/Cartier Creek Provincial Rec Area  PP PH:403.637.2229   SITES:19 EL:4079 AMEN:NH NR  51.702 -114.86,CART,Cartier Creek Provincial Rec Area,PP
-114.325,49.446,CASF/Castle Falls Rec Area  PP PH:403.563.5395   SITES:46  AMEN:NH NR  49.446 -114.325,CASF,Castle Falls Rec Area,PP
-115.907,51.268,CAST/Castle Mountain - Banff National Park  CNP PH:403. 762.1550   SITES:43 EL:4906 AMEN:FT NR  51.268 -115.907,CAST,Castle Mountain - Banff National Park,CNP
-114.339,49.403,CASR/Castle River Bridge Rec Area  PP PH:403.563.5395   SITES:30  AMEN:NH NR  49.403 -114.339,CASR,Castle River Bridge Rec Area,PP
-111.919,52.224,CASL/Castor Lions   CP PH:403.882.3225 mid apr-late oct  SITES:15 approx  mi  of Castor  52.224 -111.919,CASL,Castor Lions ,CP
-111.909,52.217,CASR/Castor Rec Area    CP PH:403.882.3225 mid may-mid oct  SITES:40  AMEN:E approx  mi  of Castor  52.217 -111.909,CASR,Castor Rec Area  ,CP
-114.583,50.287,CATA/Cataract Creek Provincial Rec Area  PP PH:403.591.6322   SITES:102 EL:5427 AMEN:NH NR approx 22.8 mi SW of Longview 50.287 -114.583,CATA,Cataract Creek Provincial Rec Area,PP
-110.41,49.93,CAVA/Cavan Lake Rec   CP PH:403.979.1788 mid may-late sep  SITES:50  AMEN:E approx  mi  of Medicine Hat  49.93 -110.41,CAVA,Cavan Lake Rec ,CP
-117.207,56.211,CECI/Cecil Thompson Park  CP PH:780.322.3831  COMM:pull thrus SITES:5  AMEN:N$ approx  mi  of Peace River  56.211 -117.207,CECI,Cecil Thompson Park,CP
-113.643,50.163,CEN1/Centennial Park  CP PH:403.549.3761   SITES:15  AMEN:WES approx  mi  of Stavely  50.163 -113.643,CEN1,Centennial Park,CP
-114.925,52.383,CEN2/Centennial Park   CP PH:403 845.3720 mid may-mid sep  SITES:15  AMEN:E approx  mi  of Rocky Mountain House  52.383 -114.925,CEN2,Centennial Park ,CP
-113.078,53.279,CEN3/Centennial Park Family   CP PH:780.941.2124 mid may-late aug  SITES:65  AMEN:E approx  mi  of New Sarepta  53.279 -113.078,CEN3,Centennial Park Family ,CP
-110.805,51.417,CERE/Cereal Board of Trade   CP PH:403.326.3818 mid may-mid sep COMM:pull thrus SITES:15  AMEN:E approx  mi  of Cereal  51.417 -110.805,CERE,Cereal Board of Trade ,CP
-113.504,54.962,CHLL/Chain Lakes (Lower) Provincial Rec Area  PP PH:780.675.8213    EL:2103 AMEN:NH NR approx 22.2 mi E of Hondo 54.962 -113.504,CHLL,Chain Lakes (Lower) Provincial Rec Area,PP
-114.194,50.217,CHAI/Chain Lakes Provincial Park  PP PH:403.646.5887   SITES:124 EL:4372 AMEN:E NR approx 21.8 mi S  of Longview 50.217 -114.194,CHAI,Chain Lakes Provincial Park,PP
-115.312,52.452,CHAM/Chambers Creek Provincial Rec Area  PP     EL:3486 AMEN:NR  52.452 -115.312,CHAM,Chambers Creek Provincial Rec Area,PP
-113.148,50.243,CHAM/Champion Community Park  CP PH:403.897.3833 all year COMM:no tents - pull thrus SITES:10  AMEN:E approx  mi  of Champion  50.243 -113.148,CHAM,Champion Community Park,CP
-118.829,55.781,CHEP/Chepi-Sepe-Municipal  CP PH:780.864.3998 mid may-late sep  SITES:15  AMEN:E approx  mi  of Spirit River  55.781 -118.829,CHEP,Chepi-Sepe-Municipal,CP
-114.605,49.669,CHIN/Chinook Rec Area  PP PH:403.563.5395   SITES:99  AMEN:NH NR approx 6.5 mi NW of Crowsnest Pass 49.669 -114.605,CHIN,Chinook Rec Area,PP
-115.352,53.67,CHIP/Chip Lake Park  CP PH:780.325.2460 mid may-late oct COMM:pull thrus SITES:20  AMEN:NH approx  mi  of Wildwood  53.67 -115.352,CHIP,Chip Lake Park,CP
-113.59,50.021,CLAR/Claresholm Centennial Park  CP PH:403.625.2751 mid apr-mid oct  SITES:30  AMEN:WES RS approx  mi  of Claresholm  50.021 -113.59,CLAR,Claresholm Centennial Park,CP
-113.22,53.003,COAL/Coal Lake South Provincial Rec Area  PP PH:780.672.7274   SITES:14 EL:2297 AMEN:NH NR approx 1.4 mi NW of Gwynne 53.003 -113.22,COAL,Coal Lake South Provincial Rec Area,PP
-112.937,49.752,COAL/Coalhurst Miners Memorial   CP PH:403.381.3033 early may-late sep  SITES:15  AMEN:NH approx  mi  of Coalhurst  49.752 -112.937,COAL,Coalhurst Miners Memorial ,CP
-117.01,53.174,COAS/Coalspur Provincial Rec Area  PP PH:780.865.2154   SITES:8 EL:3922 AMEN:NH NR  53.174 -117.01,COAS,Coalspur Provincial Rec Area,PP
-110.196,54.475,COLD/Cold Lake MD   CP PH:780.639.4121 mid may-mid sep COMM:pull thrus SITES:70  AMEN:E approx  mi  of Cold Lake  54.475 -110.196,COLD,Cold Lake MD ,CP
-110.205,54.457,COLD/Cold Lake Provincial Park  PP PH:780.594.7856   SITES:117 EL:1761 AMEN:E RS approx 8.2 mi NW of Cherry Grove 54.457 -110.205,COLD,Cold Lake Provincial Park,PP
-117.206,52.219,COLU/Columbia Icefield - Jasper National Park  CNP PH:780. 852.6146   SITES:33 EL:6600 52.219 -117.206,COLU,Columbia Icefield - Jasper National Park,CNP
-117.624,56.954,COND/Condy Meadows Golf Course   CP PH:780.836.2176 mid may-mid sep  SITES:25  AMEN:WES SH approx  mi  of Manning  56.954 -117.624,COND,Condy Meadows Golf Course ,CP
-111.447,52.104,CORO/Coronation Rec Park  CP PH:403.575.1967�� mid may-mid oct  SITES:20  AMEN:WES DP approx  mi  of Coronation  52.104 -111.447,CORO,Coronation Rec Park,CP
-114.312,51.998,COTD/Cottonwood - Dickson Dam Provincial Rec Area  PP PH:403.887.5522  COMM:overflow only  EL:3114 AMEN:NR approx 6.1 mi S  of Spruce View 51.998 -114.312,COTD,Cottonwood - Dickson Dam Provincial Rec Area,PP
-115.03,52.283,COWL/Cow Lake Rec Area  CP PH:403.845.5851 mid may-late sep COMM:pull thrus SITES:120  AMEN:DP approx  mi  of Rocky Mountain House  52.283 -115.03,COWL,Cow Lake Rec Area,CP
-113.954,49.1,CRAN/Crandell - Waterton Lakes National Park  CNP    SITES:129 EL:4542 AMEN:NH NR approx 2.1 mi NW of Waterton Park 49.1 -113.954,CRAN,Crandell - Waterton Lakes National Park,CNP
-110.535,54.502,CRAE/Crane Lake East Park  CP PH:780.573.9940 early may-mid sep  SITES:30  AMEN:NH approx  mi  of Cold Lake  54.502 -110.535,CRAE,Crane Lake East Park,CP
-110.562,54.501,CRAW/Crane Lake West Park  CP PH:780.573.9940 early may-mid sep  SITES:25  AMEN:WE approx  mi  of Cold Lake  54.501 -110.562,CRAW,Crane Lake West Park,CP
-116.357,52.387,CRES/Crescent Falls Provincial Rec Area  PP PH:403.845.8349   SITES:31 EL:4630 AMEN:NH NR  52.387 -116.357,CRES,Crescent Falls Provincial Rec Area,PP
-115.029,52.448,CRIM/Crimson Lake - Crimson Lake Provincial Park  PP PH:403.845.2330   SITES:171 EL:3207 AMEN:E RS approx 16.7 mi NW of Alhambra 52.448 -115.029,CRIM,Crimson Lake - Crimson Lake Provincial Park,PP
-113.792,49.137,CROO/Crooked Creek   CP PH:403.653.1100 early may-late sep COMM:big rigs OK SITES:80  AMEN:WES approx  mi  of Waterton Park Gate  49.137 -113.792,CROO,Crooked Creek ,CP
-113.797,54.654,CROS/Cross Lake - Cross Lake Provincial Park  PP PH:780.675.8213   SITES:130 EL:2176 AMEN:E RS approx 14.5 mi E of Flatbush 54.654 -113.797,CROS,Cross Lake - Cross Lake Provincial Park,PP
-118.392,56.096,CUMM/Cummings Lake Rec Area  CP PH:780.835.5461 mid may-mid oct  SITES:30  AMEN:E SH approx  mi  of Fairview  56.096 -118.392,CUMM,Cummings Lake Rec Area,CP
-114.882,51.023,DAWS/Dawson Provincial Rec Area  PP PH:403.673.3985  COMM:equestrian SITES:17 EL:4927 AMEN:NH NR approx 14.5 mi W of Bragg Creek 51.023 -114.882,DAWS,Dawson Provincial Rec Area,PP
-112.256,52.872,DAYS/Daysland Golf and Country Club  CP PH:780.374.3633 mid may-mid sep COMM:no tents SITES:30  AMEN:WES approx  mi  of Daysland  52.872 -112.256,DAYS,Daysland Golf and Country Club,CP
-114.309,52.014,DICK/Dickson Point - Dickson Dam Provincial Rec Area  PP PH:403.887.5522   SITES:25 EL:3084 AMEN:NR approx 5.0 mi S  of Spruce View 52.014 -114.309,DICK,Dickson Point - Dickson Dam Provincial Rec Area,PP
-110.015,52.579,DILL/Dillberry Lake Provincial Park  PP PH:780.853.8221   SITES:83 EL:2041 AMEN:E RS approx 9.6 mi SE of Chauvin 52.579 -110.015,DILL,Dillberry Lake Provincial Park,PP
-111.519,50.76,DINO/Dinosaur Provincial Park  PP PH:403.378.4342   SITES:126 EL:2117 AMEN:E RS approx 9.6 mi W of Iddesleigh 50.76 -111.519,DINO,Dinosaur Provincial Park,PP
-112.577,52.581,DONA/Donalda Ag Society   CP PH:403.883.2233 mid jun-late oct COMM:big rigs OK SITES:15 approx  mi  of Donalda  52.581 -112.577,DONA,Donalda Ag Society ,CP
-110.849,52.837,DRMI/Dr Middlemass   CP PH:780.842.3541 mid apr-late oct COMM:may be closed - call first SITES:30  AMEN:WES SH approx  mi  of Wainwright  52.837 -110.849,DRMI,Dr Middlemass ,CP
-114.981,53.223,DRAY/Drayton Valley RV Park   CP PH:780.514.2200 all year COMM:pull thrus SITES:60  AMEN:WES DP SH RS approx  mi  of Drayton Valley  53.223 -114.981,DRAY,Drayton Valley RV Park ,CP
-116.207,52.429,DRYH/Dry Haven Provincial Rec Area  PP PH:403.845.8349   SITES:14 EL:4335 AMEN:NH NW NR  52.429 -116.207,DRYH,Dry Haven Provincial Rec Area,PP
-118.595,55.923,DUNV/Dunvegan Provincial Park  PP PH:780.538.5350   SITES:67  AMEN:E RS approx 12.4 mi N of Rycroft 55.923 -118.595,DUNV,Dunvegan Provincial Park,PP
-114.399,49.904,DUTC/Dutch Creek Rec Area  PP PH:403.563.5395   SITES:43  AMEN:NH NR approx 7.4 mi S  of Ranchland No. 66 49.904 -114.399,DUTC,Dutch Creek Rec Area,PP
-115.383,52.908,EAST/East Canal - Brazeau Reservoir Provincial Rec Area  PP PH:780.894.0006   SITES:8 EL:3129 AMEN:NH NR  52.908 -115.383,EAST,East Canal - Brazeau Reservoir Provincial Rec Area,PP
-111.772,53.096,EAST/Eastview Park  CP PH:780.336.4747 mid may-late sep  SITES:20  AMEN:WES SH RS approx  mi  of Viking  53.096 -111.772,EAST,Eastview Park,CP
-115.169,50.844,EAUC/Eau Claire - Spray Valley Provincial Park  PP PH:403.673.3985   SITES:51 EL:5077 AMEN:NR approx 16.1 mi S  of Kananaskis 50.844 -115.169,EAUC,Eau Claire - Spray Valley Provincial Park,PP
-114.374,52.361,ECKV/Eckville Community Centre  CP    SITES:30  AMEN:WES RS approx  mi  of Eckville  52.361 -114.374,ECKV,Eckville Community Centre,CP
-110.464,52.761,EDGE/Edgerton Sand Castle   CP PH:780.755.3933 mid may-mid oct  SITES:10  AMEN:WES approx  mi  of Edgerton  52.761 -110.464,EDGE,Edgerton Sand Castle ,CP
-116.412,53.588,EDSO/Edson Lions Park   CP PH:780.723.3169 all year COMM:pull thrus SITES:55  AMEN:WE DP SH RS approx  mi  of Edson  53.588 -116.412,EDSO,Edson Lions Park ,CP
-112.046,50.276,EIDH/EID Historical Park and RV Park  CP PH:403.362.5010 mid apr-late oct COMM:no tents SITES:20  AMEN:WE approx  mi  of Scandia  50.276 -112.046,EIDH,EID Historical Park and RV Park,CP
-115.647,52.054,ELKC/Elk Creek Provincial Rec Area  PP PH:403.845.9275   SITES:13 EL:4836 AMEN:NH NR  52.054 -115.647,ELKC,Elk Creek Provincial Rec Area,PP
-110.903,53.866,ELKP/Elk Point Rec Park  CP PH:780.724�3810 mid may-late sep  SITES:10  AMEN:E approx  mi  of Elk Point  53.866 -110.903,ELKP,Elk Point Rec Park,CP
-116.105,52.947,ELKR/Elk River Provincial Rec Area  PP PH:780.865.2154   SITES:16 EL:3682 AMEN:NH NR  52.947 -116.105,ELKR,Elk River Provincial Rec Area,PP
-114.301,53.944,ELKS/Elks Beach   CP PH:780.967.5029 mid may-mid oct  SITES:335  AMEN:WE approx  mi  of Lac La Nonne  53.944 -114.301,ELKS,Elks Beach ,CP
-110.913,54.023,ELKW/Elks Wilderness Park   CP  mid may-mid sep COMM:big rigs OK SITES:10  AMEN:E approx  mi  of Elk Point  54.023 -110.913,ELKW,Elks Wilderness Park ,CP
-114.498,51.652,ELKT/Elkton Valley   CP PH:403.335.8099 mid may-mid oct COMM:big rigs OK SITES:100  AMEN:WE approx  mi  of Cremona  51.652 -114.498,ELKT,Elkton Valley ,CP
-110.287,49.651,ELKW/Elkwater - Cypress Hills Interprov. Park  PP PH:403.893.3833   SITES:80 EL:4016 AMEN:E RS approx 0.7 mi W of Elkwater 49.651 -110.287,ELKW,Elkwater - Cypress Hills Interprov. Park,PP
-115.11,50.662,ELKP/Elkwood - Peter Lougheed Provincial Park  PP PH:403.591.6322   SITES:130 EL:5623 AMEN:NR  50.662 -115.11,ELKP,Elkwood - Peter Lougheed Provincial Park,PP
-113.201,51.992,ELNO/Elnora   CP PH:403.773.3922 mid may-mid oct  SITES:25  AMEN:WES RS approx  mi  of Elnora  51.992 -113.201,ELNO,Elnora ,CP
-111.937,50.834,EMER/Emerson Bridge Park   CP PH:403.362.2772 mid may-mid sep COMM:big rigs OK SITES:60  AMEN:WE approx  mi  of Brooks  50.834 -111.937,EMER,Emerson Bridge Park ,CP
-117.117,53.737,EMER/Emerson Lakes - Sundance Provincial Park  PP PH:780.865.2154   SITES:13 EL:3320 AMEN:NR  53.737 -117.117,EMER,Emerson Lakes - Sundance Provincial Park,PP
-112.437,50.162,ENCH/Enchant Municipal Park  CP PH:403.739.2245 mid may-mid oct  SITES:150  AMEN:WE NR approx  mi  of Enchant  50.162 -112.437,ENCH,Enchant Municipal Park,CP
-110.913,56.201,ENGS/Engstrom Lake Provincial Rec Area  PP PH:780.743.7437   SITES:12 EL:1880 AMEN:NH NR approx 24.6 mi N  of Chard 56.201 -110.913,ENGS,Engstrom Lake Provincial Rec Area,PP
-110.334,54.544,ETHE/Ethel Lake Provincial Rec Area  PP PH:780.826.3171   SITES:12 EL:1779 AMEN:NH NR approx 15.8 mi N of Ardmore 54.544 -110.334,ETHE,Ethel Lake Provincial Rec Area,PP
-114.628,50.329,ETHR/Etherington Creek Provincial Rec Area  PP PH:403.591.6322   SITES:61 EL:5398 AMEN:NH RS approx 22.3 mi SW of Longview 50.329 -114.628,ETHR,Etherington Creek Provincial Rec Area,PP
-116.579,52.972,FAIR/Fairfax Lake Provincial Rec Area  PP PH:780.865.2154   SITES:39 EL:4317 AMEN:NH RS  52.972 -116.579,FAIR,Fairfax Lake Provincial Rec Area,PP
-117.196,55.725,FALH/Falher Municipal   CP PH:780.837.2247 mid may-late sep  SITES:30  AMEN:E DP SH NR approx  mi  of Falher  55.725 -117.196,FALH,Falher Municipal ,CP
-114.726,51.623,FALL/Fallen Timber Rec Area  PP PH:403.637.2608   SITES:34 EL:4156 AMEN:NR approx 9.6 mi NW of Water Valley 51.623 -114.726,FALL,Fallen Timber Rec Area,PP
-115.069,51.495,FALS/Fallen Timber South Provincial Rec Area  PP PH:403.637.2198   SITES:62 EL:4928 AMEN:NR approx 19.7 mi W of Water Valley 51.495 -115.069,FALS,Fallen Timber South Provincial Rec Area,PP
-114.061,55.31,FAWC/Fawcett Lake Provincial Rec Area  PP PH:780.829.2211   SITES:58 EL:2018 AMEN:NR approx 11.1 mi N  of Smith 55.31 -114.061,FAWC,Fawcett Lake Provincial Rec Area,PP
-110.296,49.649,FERG/Ferguson Hill - Cypress Hills Interprov. Park  PP PH:403.893.3833   SITES:50 EL:4016 AMEN:E RS approx 0.7 mi W of Elkwater 49.649 -110.296,FERG,Ferguson Hill - Cypress Hills Interprov. Park,PP
-112.976,52.768,FERI/Ferintosh   CP PH:780.679.8922 mid may-mid sep  SITES:20  AMEN:WE DP RS approx  mi  of Ferintosh  52.768 -112.976,FERI,Ferintosh ,CP
-116.748,53.457,FICK/Fickle Lake Provincial Rec Area  PP PH:780.797.4154   SITES:41 EL:3214 AMEN:NR  53.457 -116.748,FICK,Fickle Lake Provincial Rec Area,PP
