-148.495,61.776,KING/King Mountain State Rec Area  SRA PH:907.745.3975   SITES:20  AMEN:NR approx 1.8 mi SW of Chickaloon 61.776 -148.495,KING,King Mountain State Rec Area,SRA
-146.551,62.28,LAKE/Lake Louise State Rec Area  SRA PH:907.745.3975  COMM:for res call 907-441-7575 SITES:60  AMEN:NR approx 34.1 mi W of Glennallen 62.28 -146.551,LAKE,Lake Louise State Rec Area,SRA
-131.684,55.445,LAST/Last Chance  NF PH:907.225.2148/907.225.3101 mid may-late aug  SITES:18  AMEN:NH RS approx 7.2 mi N  of Ketchikan 55.445 -131.684,LAST,Last Chance,NF
-146.951,61.987,LITT/Little Nelchina State Rec Area  SRA    SITES:11  AMEN:NW NR N$ approx 45.9 mi W of Glennallen 61.987 -146.951,LITT,Little Nelchina State Rec Area,SRA
-150.322,60.462,LOWO/Lower Ohmer Lake       approx 16.7 mi W of Cooper Landing 60.462 -150.322,LOWO,Lower Ohmer Lake, 
-150.461,60.473,LOWS/Lower Skilak Lake       approx 21.4 mi W of Cooper Landing 60.473 -150.461,LOWS,Lower Skilak Lake, 
-150.163,67.318,MARI/Marion Creek - Dalton Hwy  BLM      AMEN:NH VT NR  67.318 -150.163,MARI,Marion Creek - Dalton Hwy,BLM
-147.795,61.798,MATA/Matanuska Glacier State Rec Area  SRA   COMM:tents only SITES:6  AMEN:VT DW NR approx 36.4 mi E of Sutton 61.798 -147.795,MATA,Matanuska Glacier State Rec Area,SRA
-134.587,58.411,MEND/Mendenhall Lake  NF PH:907.586.8800/907.225.3101 mid may-mid sep  SITES:74  AMEN:WES RS approx 9.6 mi NW of Juneau 58.411 -134.587,MEND,Mendenhall Lake,NF
-143.543,63.374,MOON/Moon Lake State Rec Area  SRA    SITES:15  AMEN:VT DW NR approx 6.1 mi W of Tanacross 63.374 -143.543,MOON,Moon Lake State Rec Area,SRA
-150.863,60.5,MORG/Morgans Landing State Rec Area  SRA PH:907.262.5581   SITES:40  AMEN:NR approx 4.2 mi SW of Sterling 60.5 -150.863,MORG,Morgans Landing State Rec Area,SRA
-136.026,59.453,MOSQ/Mosquito Lake State Rec Area  SRA    SITES:5  AMEN:PT DW NR L$ approx 25.4 mi NW of Haines 59.453 -136.026,MOSQ,Mosquito Lake State Rec Area,SRA
-146.621,65.356,MOUP/Mount Prindle - Steese Hwy  BLM    SITES:13  AMEN:NH VT NR  65.356 -146.621,MOUP,Mount Prindle - Steese Hwy,BLM
-150.027,61.708,NANC/Nancy Lake State Rec Area  SRA PH:907.745.3975     AMEN:NR approx 37.1 mi W of Sutton 61.708 -150.027,NANC,Nancy Lake State Rec Area,SRA
-151.668,60.051,NINI/Ninilchik State Rec Area  SRA PH:907.262.5581   SITES:115  AMEN:NR approx 0.0 mi E of Ninilchik 60.051 -151.668,NINI,Ninilchik State Rec Area,SRA
-132.741,56.58,OHME/Ohmer Creek  NF PH:907.772.5826/907.225.3101  COMM:take ferry SITES:12  AMEN:NR approx 18.0 mi SE of Petersburg 56.58 -132.741,OHME,Ohmer Creek,NF
-147.088,65.37,OPHI/Ophir Creek - Steese Hwy  BLM    SITES:19  AMEN:NH VT NR  65.37 -147.088,OPHI,Ophir Creek - Steese Hwy,BLM
-145.535,62.868,PAXS/Paxson Lake  BLM PH:907.822.3217   SITES:50  AMEN:NR approx 39.8 mi N  of Gakona 62.868 -145.535,PAXS,Paxson Lake,BLM
-143.868,62.729,PORC/Porcupine Creek State Rec Area  SRA PH:907.822.3973   SITES:12  AMEN:VT DW NR approx 3.3 mi NE of Slana 62.729 -143.868,PORC,Porcupine Creek State Rec Area,SRA
-149.664,60.931,PORT/Porcupine Trailhead  NF PH:907.224.3374/907.743.9500 early jun-late aug  SITES:37  AMEN:NH RS approx 1.1 mi NW of Hope 60.931 -149.664,PORT,Porcupine Trailhead,NF
-149.369,60.341,PRIM/Primrose Trailhead  NF PH:907.224.3374/907.743.9500   SITES:21  AMEN:NR approx 16.5 mi N of Seward 60.341 -149.369,PRIM,Primrose Trailhead,NF
-149.362,60.407,PTAR/Ptarmigan Creek Trailhead  NF PH:907.224.3374/907.743.9500 early jun-late aug  SITES:49  AMEN:NH RS approx 21.1 mi N of Seward 60.407 -149.362,PTAR,Ptarmigan Creek Trailhead,NF
-149.728,60.479,QUAC/Quartz Creek  NF PH:907.224.3374/907.743.9500 early jun-late aug  SITES:88  AMEN:NH RS approx 3.7 mi E of Cooper Landing 60.479 -149.728,QUAC,Quartz Creek,NF
-145.827,64.198,QUAR/Quartz Lake State Rec Area  SRA PH:907.451.2695   SITES:100  AMEN:NR approx 11.4 mi N  of Delta Junction 64.198 -145.827,QUAR,Quartz Lake State Rec Area,SRA
-148.894,63.73,RILE/Riley Creek - Denali National Park  NP PH:800.622.7275   SITES:150  AMEN:NH NR  63.73 -148.894,RILE,Riley Creek - Denali National Park,NP
-149.822,61.558,ROCK/Rocky Lake State Rec Area  SRA PH:907.317.9094.    SITES:10  AMEN:VT DW NR approx 12.7 mi W of Wasilla 61.558 -149.822,ROCK,Rocky Lake State Rec Area,SRA
-149.974,60.484,RUSS/Russian River Complex  NF PH:907.224.3374/907.743.9500 early jun-late aug  SITES:236  AMEN:NH RS approx 4.8 mi W of Cooper Landing 60.484 -149.974,RUSS,Russian River Complex,NF
-146.937,64.469,SALC/Salcha River State Rec Area  SRA      AMEN:NR L$ approx 0.1 mi E of Salcha 64.469 -146.937,SALC,Salcha River State Rec Area,SRA
-149.294,63.74,SAVA/Savage River - Denali National Park  NP PH:800.622.7275   SITES:35  AMEN:NH NR  63.74 -149.294,SAVA,Savage River - Denali National Park,NP
-135.207,57.062,SAWM/Sawmill Creek  NF PH:907.747.4236/907.225.3101  COMM:take ferry SITES:12  AMEN:NR approx 4.7 mi E of Sitka 57.062 -135.207,SAWM,Sawmill Creek,NF
-131.726,55.511,SETT/Settlers Cove State Rec Area  SRA      AMEN:35ft VT DW NR L$ approx 12.1 mi N  of Ketchikan 55.511 -131.726,SETT,Settlers Cove State Rec Area,SRA
-131.698,55.409,SIGN/Signal Creek  NF PH:907.225.2148/907.225.3101 mid apr-late aug  SITES:24  AMEN:NH RS approx 5.1 mi NW of Ketchikan 55.409 -131.698,SIGN,Signal Creek,NF
-145.52,62.528,SOUR/Sourdough Creek  BLM PH:907.822.3217   SITES:40  AMEN:NR approx 17.1 mi NW of Gakona 62.528 -145.52,SOUR,Sourdough Creek,BLM
-145.174,61.665,SQUI/Squirrel Creek State Rec Area  SRA PH:907.745.3975   SITES:25  AMEN:NR approx 20.5 mi S  of Copper Center 61.665 -145.174,SQUI,Squirrel Creek State Rec Area,SRA
-151.812,59.843,STAR/Stariski State Rec Area  SRA    SITES:13  AMEN:DP VT DW NR L$ approx 4.6 mi N of Anchor Point 59.843 -151.812,STAR,Stariski State Rec Area,SRA
-135.369,57.133,STAR/Starrigavan  NF PH:907.747.4236/907.225.3101 all year COMM:take ferry SITES:54  AMEN:NH RS approx 5.7 mi N  of Sitka 57.133 -135.369,STAR,Starrigavan,NF
-146.012,63.052,TANG/Tangle Lakes  BLM PH:907.822.3217   SITES:25  AMEN:NR  63.052 -146.012,TANG,Tangle Lakes,BLM
-149.576,63.671,TEKL/Teklanika  River - Denali National Park  NP PH:800.622.7275   SITES:55  AMEN:NH NR approx 22.6 mi SW of Healy 63.671 -149.576,TEKL,Teklanika  River - Denali National Park,NP
-149.497,60.636,TEND/Tenderfoot Creek  NF PH:907.224.3374/907.743.9500 early jun-late aug  SITES:33  AMEN:NH RS approx 11.2 mi NW of Moose Pass 60.636 -149.497,TEND,Tenderfoot Creek,NF
-149.557,60.531,TERN/Tern Lake       approx 7.1 mi NW of Moose Pass 60.531 -149.557,TERN,Tern Lake, 
-142.839,63.325,TOKR/Tok River State Rec Area  SRA PH:907.451.2405   SITES:45  AMEN:NR approx 4.6 mi E of Tok 63.325 -142.839,TOKR,Tok River State Rec Area,SRA
-149.381,60.416,TRAI/Trail River  NF PH:907.224.3374/907.743.9500 early jun-late aug  SITES:114  AMEN:NH RS approx 5.0 mi S  of Moose Pass 60.416 -149.381,TRAI,Trail River,NF
-147.257,65.192,UPPC/Upper Chatanika River State Rec Area  SRA PH:907.451.2695   SITES:25  AMEN:NR approx 27.9 mi NE of Fairbanks 65.192 -147.257,UPPC,Upper Chatanika River State Rec Area,SRA
-150.319,60.438,UPPS/Upper Skilak  NWR PH:907.262.5581   SITES:25  AMEN:NR approx 16.9 mi W of Cooper Landing 60.438 -150.319,UPPS,Upper Skilak,NWR
-146.214,61.138,VALD/Valdez Glacier  CP PH:907.873.4058   SITES:87  AMEN:E DP 30ft SH NR approx 4.5 mi E of Valdez 61.138 -146.214,VALD,Valdez Glacier,CP
-141.633,64.077,WALK/Walker Fork - Taylor Hwy  BLM PH:907.883.5121   SITES:21  AMEN:NH VT NR approx 9.2 mi E of Chicken 64.077 -141.633,WALK,Walker Fork - Taylor Hwy,BLM
-142.229,63.886,WESF/West Fork - Taylor Hwy  BLM PH:907.883.5121   SITES:25  AMEN:NH VT NR  63.886 -142.229,WESF,West Fork - Taylor Hwy,BLM
-147.73,65.087,WHIT/Whitefish - Lower Chatanika State Rec Area  SRA    SITES:25  AMEN:VT DW NR approx 17.2 mi N  of Fairbanks 65.087 -147.73,WHIT,Whitefish - Lower Chatanika State Rec Area,SRA
-148.88,60.786,WILW/Williwaw  NF PH:907.783.3242/907.743.9500 early jun-late aug  SITES:68  AMEN:NH RS approx 14.9 mi SE of Girdwood 60.786 -148.88,WILW,Williwaw,NF
-150.058,61.753,WILL/Willow Creek State Rec Area  SRA PH:907.745.3975   SITES:140  AMEN:NR approx 2.5 mi SW of Willow 61.753 -150.058,WILL,Willow Creek State Rec Area,SRA
-124.23,40.269,AWWA/A.W. Way County Park  CP PH:707.445.7651  COMM:Nice out of the way park - Halfway along beautiful drive called Patrolia Loop SITES:30  AMEN:NH ND FT DW SH NR approx 21.3 mi S  of Ferndale 40.269 -124.23,AWWA,A.W. Way County Park,CP
-122.771,40.786,ACKE/Ackerman  NF PH:530.275.1587/530.226.2500   SITES:66 EL:1923 AMEN:NH DP 40ft FT DW NS NR approx 6.3 mi N of Lewiston 40.786 -122.771,ACKE,Ackerman,NF
-120.798,38.177,ACOR/Acorn - New Hogan Lake  COE PH:209.772.1343 all year    AMEN:NH DP FT DW SH RS PA approx 2.0 mi SE of Valley Springs 38.177 -120.798,ACOR,Acorn - New Hogan Lake,COE
-120.52,37.978,ACOR/Acorn - Tuttletown Area - New Melones Lake  BOR PH:209.536.9094   SITES:69  AMEN:FT DW RS approx  mi  of Sonora 37.978 -120.52,ACOR,Acorn - Tuttletown Area - New Melones Lake,BOR
-117.408,34.576,ADEL/Adelanto City Park  CP    SITES:21 EL:2887 AMEN:NH ND NS N$ approx 0.5 mi S  of Adelanto 34.576 -117.408,ADEL,Adelanto City Park,CP
-117.103,32.792,ADMI/Admiral Baker Military - San Diego NS  MIL PH:619.487.0090  COMM:military only - do not use our lat/lon - contact them for directions and info   AMEN:E DP FT DW SH RS approx 6.2 mi NE of San Diego 32.792 -117.103,ADMI,Admiral Baker Military - San Diego NS,MIL
-119.112,37.804,AERI/Aerie Crag RV Camp  NF PH:760.647.3045/760.873.2400  COMM:no tents SITES:15 EL:7207 AMEN:NH ND FT NS NR approx 2.6 mi NW of June Lake 37.804 -119.112,AERI,Aerie Crag RV Camp,NF
-116.384,35.038,AFTO/Afton Canyon  BLM PH:760.252.6000 all year COMM:4 wheel drive required SITES:22  AMEN:NH VT NW NR L$ approx 23.6 mi SW of Baker 35.038 -116.384,AFTO,Afton Canyon,BLM
-119.09,37.682,AGNE/Agnew Meadows  NF PH:760.924.5500/760.873.2400   SITES:21 EL:4902 AMEN:NH ND 30ft VT DW NS NR approx 6.9 mi W of Mammoth Lakes 37.682 -119.09,AGNE,Agnew Meadows,NF
-116.302,32.95,AGUA/Agua Caliente  CP PH:760.765.1188  COMM:hot springs - res: 877.565.3600 SITES:141  AMEN:WE DP 40ft DW SH RS approx 23.1 mi NW of Ocotillo 32.95 -116.302,AGUA,Agua Caliente,CP
-122.097,41.11,AHDI/Ah - Di - Na  NF PH:530.926.4511/530.226.2500  COMM:No RVs SITES:17 EL:2178 AMEN:NH ND FT DW NS NR approx 11.6 mi E of Castella 41.11 -122.097,AHDI,Ah - Di - Na,NF
-120.406,39.146,AHAR/Ahart  NF PH:530.367.2224/530.265.4531   SITES:12 EL:5367 AMEN:NH ND 25ft VT NW NS NR approx 23.7 mi E of Foresthill 39.146 -120.406,AHAR,Ahart,NF
-123.647,40.226,AIKE/Aikens Creek  NF PH:530.627.3291/707.442.1721   SITES:15  AMEN:NH DP VT DW NS NR  40.226 -123.647,AIKE,Aikens Creek,NF
-120.38,38.985,AIRP/Airport Flat  NF PH:530.644.2349/530.622.5061 mid may-mid oct  SITES:16 EL:5404 AMEN:NH ND VT DW NS NR N$ approx 19.1 mi NE of Pollock Pines 38.985 -120.38,AIRP,Airport Flat,NF
-118.108,36.595,ALAB/Alabama Hills Rec Area  BLM   COMM:dispersed - off Movie Flat Rd - no facil   AMEN:NH ND NT NW NS NR L$ approx 2.6 mi W of Lone Pine 36.595 -118.108,ALAB,Alabama Hills Rec Area,BLM
-121.889,37.659,ALAM/Alameda County Fairgrounds RV  CP      AMEN:E approx 0.8 mi W of Pleasanton 37.659 -121.889,ALAM,Alameda County Fairgrounds RV,CP
-124.009,40.353,ALBE/Albee Creek State Park  SP PH:707.946.2472   SITES:40  AMEN:NH ND 33ft FT DW SH NR approx 5.1 mi NW of Weott 40.353 -124.009,ALBE,Albee Creek State Park,SP
-118.612,35.72,ALDC/Alder Creek  NF PH:760.379.5646/559.784.1500   SITES:13 EL:3937 AMEN:NH ND 20ft VT NW NS NR N$ approx 5.2 mi E of Glennville 35.72 -118.612,ALDC,Alder Creek,NF
-121.495,40.21,ALDE/Alder Creek  NF PH:530.258.2141/530.257.2151   SITES:5 EL:3898 AMEN:NH ND VT NW NS NR  40.21 -121.495,ALDE,Alder Creek,NF
-121.883,41.256,ALGO/Algoma  NF PH:530.926.4511/530.226.2500   SITES:10 EL:3848 AMEN:NH ND 27ft VT NW NS NR N$ approx 13.3 mi E of Mccloud 41.256 -121.883,ALGO,Algoma,NF
-119.768,34.908,ALIS/Aliso Park  NF PH:661.245.3731/805.961.5778   SITES:10 EL:2808 AMEN:NH ND 22ft VT NW NS NR  34.908 -119.768,ALIS,Aliso Park,NF
-121.177,40.217,ALMA/Almanor  NF PH:530.258.2141/530.257.2151 early may-late sep  SITES:103 EL:4633 AMEN:NH DP 28ft VT DW NS RS approx 6.8 mi SE of Chester 40.217 -121.177,ALMA,Almanor,NF
-120.121,39.323,ALPM/Alpine Meadows  COE PH:530.587.8113    EL:5842 AMEN:NH ND VT NS NR approx 3.3 mi E of Truckee 39.323 -120.121,ALPM,Alpine Meadows,COE
-122.766,40.887,ALPI/Alpine View  NF PH:530.275.1587/530.226.2500   SITES:56 EL:2546 AMEN:NH ND 32ft FT DW NS NR approx 7.5 mi SW of Trinity Center 40.887 -122.766,ALPI,Alpine View,NF
-115.781,34.557,AMBO/Amboy Crater  BLM   COMM:shade at tables only   AMEN:NH ND VT NW NS NR N$ approx 2.1 mi W of Amboy 34.557 -115.781,AMBO,Amboy Crater,BLM
-120.266,35.284,AMER/American Canyon  NF PH:805.925.9538/805.961.5778   SITES:14 EL:1700 AMEN:NH ND VT NW NS NR L$ approx 22.2 mi E of San Luis Obisp 35.284 -120.266,AMER,American Canyon,NF
-121.833,36.283,ANDR/Andrew Molera State Park  SP PH:831.667.2315  COMM:long walk to sites SITES:24  AMEN:NH NR approx 1.7 mi NW of Big Sur 36.283 -121.833,ANDR,Andrew Molera State Park,SP
-118.177,34.726,ANTE/Antelope Valley Fairgrounds RV Park  CP PH:661.206.0427  COMM:no tents SITES:62 EL:2316 AMEN:E ND DW SH approx 3.0 mi NW of Lancaster 34.726 -118.177,ANTE,Antelope Valley Fairgrounds RV Park,CP
-122.105,37.759,ANTH/Anthony Chabot Regional Park  CP PH:888.327.2757     AMEN:E DP FT DW SH approx 9.6 mi E of Oakland 37.759 -122.105,ANTH,Anthony Chabot Regional Park,CP
-122.381,40.886,ANTL/Antlers  NF PH:530.275.1587/530.226.2500 all year  SITES:57  AMEN:NH ND 40ft NS RS approx 1.3 mi S  of Lakehead 40.886 -122.381,ANTL,Antlers,NF
-117.717,34.389,APPL/Appletree  NF PH:661.296.9710/626.574.1613   SITES:8 EL:6161 AMEN:NH ND VT DW NS NR L$ approx 1.7 mi NW of Big Pines 34.389 -117.717,APPL,Appletree,NF
-117.493,34.26,APPW/Applewhite  NF PH:909.382.2850/909.382.2600   SITES:44 EL:3327 AMEN:NH ND 30ft FT DW NS NR L$ approx 0.4 mi E of Lytle Creek 34.26 -117.493,APPW,Applewhite,NF
-122.119,40.765,ARBU/Arbuckle Flat  NF PH:530.275.1587/530.226.2500   SITES:9  AMEN:NR approx 12.1 mi NE of Bella Vista 40.765 -122.119,ARBU,Arbuckle Flat,NF
-121.483,36.235,ARRO/Arroyo Seco  NF PH:831.385.5434/805.961.5778 all year  SITES:40  AMEN:NH ND 26ft FT DW SH RS approx 14.6 mi SW of Greenfield 36.235 -121.483,ARRO,Arroyo Seco,NF
-122.06,41.117,ASHC/Ash Camp  NF PH:530.926.4511/530.226.2500   SITES:5 EL:2497 AMEN:NH ND NS NR approx 13.5 mi E of Castella 41.117 -122.06,ASHC,Ash Camp,NF
-120.828,41.161,ASHK/Ash Creek  NF PH:530.299.3215/530.233.5811 all year  SITES:7 EL:4895 AMEN:NH ND 22ft VT NW NS NR N$ approx 6.5 mi E of Adin 41.161 -120.828,ASHK,Ash Creek,NF
-119.188,37.939,ASPN/Aspen  NF PH:760.647.3045/760.873.2400   SITES:52 EL:7526 AMEN:40ft PT DW NR approx 3.9 mi W of Lee Vining 37.939 -119.188,ASPN,Aspen,NF
